image_path,label,racun_id
synthetic/synth_cyr_00042.png,ПДВ 637.86 kWh 628.15 kWh,synth_cyr_00042
synthetic/synth_cyr_00043.png,Одржавање зграде 63.80 kWh 04/04/2025,synth_cyr_00043
synthetic/synth_cyr_00044.png,Накнада за гас,synth_cyr_00044
synthetic/synth_cyr_00045.png,Накнада 5346.73 87.99 din,synth_cyr_00045
synthetic/synth_cyr_00046.png,"Зелена зона 25.00% 947,933.00",synth_cyr_00046
synthetic/synth_cyr_00047.png,ПДВ 04.11.2021.-04.11.2021.,synth_cyr_00047
synthetic/synth_cyr_00048.png,Укупно за рачун,synth_cyr_00048
synthetic/synth_cyr_00049.png,Уплатилац 08.04.2021.-08.04.2021.,synth_cyr_00049
synthetic/synth_cyr_00050.png,Накнада за гас,synth_cyr_00050
synthetic/synth_cyr_00051.png,18.03.2026.-18.03.2026.,synth_cyr_00051
synthetic/synth_cyr_00052.png,Датум 10.00%,synth_cyr_00052
synthetic/synth_cyr_00053.png,Утрошено двотарифно 15.00% 50.65 din,synth_cyr_00053
synthetic/synth_cyr_00054.png,Зелена зона 15.00%,synth_cyr_00054
synthetic/synth_cyr_00055.png,Попуст,synth_cyr_00055
synthetic/synth_cyr_00056.png,Одржавање зграде 100.00% 4660.73,synth_cyr_00056
synthetic/synth_cyr_00057.png,Кабловска телевизија,synth_cyr_00057
synthetic/synth_cyr_00058.png,ПДВ 646.22 kWh,synth_cyr_00058
synthetic/synth_cyr_00059.png,Накнада за уређење,synth_cyr_00059
synthetic/synth_cyr_00060.png,Основица,synth_cyr_00060
synthetic/synth_cyr_00061.png,Уплатилац 5.00% =178.00 Din.,synth_cyr_00061
synthetic/synth_cyr_00062.png,Кабловска телевизија 843.23 kWh,synth_cyr_00062
synthetic/synth_cyr_00063.png,Одржавање зграде 20.00% 5664.77,synth_cyr_00063
synthetic/synth_cyr_00064.png,81869270428927,synth_cyr_00064
synthetic/synth_cyr_00065.png,Грејање стана 17.06.2021.-17.06.2021.,synth_cyr_00065
synthetic/synth_cyr_00066.png,5887.27,synth_cyr_00066
synthetic/synth_cyr_00067.png,Место,synth_cyr_00067
synthetic/synth_cyr_00068.png,Број рачуна =3227.16 Din.,synth_cyr_00068
synthetic/synth_cyr_00069.png,Шифра плаћања,synth_cyr_00069
synthetic/synth_cyr_00070.png,Попуст 5265136881168635,synth_cyr_00070
synthetic/synth_cyr_00071.png,Накнада за уређење 690.51 kWh 20.00%,synth_cyr_00071
synthetic/synth_cyr_00072.png,Црвена зона,synth_cyr_00072
synthetic/synth_cyr_00073.png,ПДВ 15/06/2022,synth_cyr_00073
synthetic/synth_cyr_00074.png,Рок плаћања,synth_cyr_00074
synthetic/synth_cyr_00075.png,Тарифа,synth_cyr_00075
synthetic/synth_cyr_00076.png,"Зелена зона 5.00% 290,356.00",synth_cyr_00076
synthetic/synth_cyr_00077.png,Количина,synth_cyr_00077
synthetic/synth_cyr_00078.png,"Број рачуна 71,633.00 4889989783",synth_cyr_00078
synthetic/synth_cyr_00079.png,Уплатилац,synth_cyr_00079
synthetic/synth_cyr_00080.png,Место 18/08/2022,synth_cyr_00080
synthetic/synth_cyr_00081.png,Цена,synth_cyr_00081
synthetic/synth_cyr_00082.png,Шифра валуте 17.80 din 10.00%,synth_cyr_00082
synthetic/synth_cyr_00083.png,Услуга,synth_cyr_00083
synthetic/synth_cyr_00084.png,701.74 kWh,synth_cyr_00084
synthetic/synth_cyr_00085.png,Поштански број 783.13 kWh 588451658,synth_cyr_00085
synthetic/synth_cyr_00086.png,Износ без ПДВ,synth_cyr_00086
synthetic/synth_cyr_00087.png,Укупна накнада 02.11.2023.-02.11.2023. 05572311963520,synth_cyr_00087
synthetic/synth_cyr_00088.png,Одношење смећа,synth_cyr_00088
synthetic/synth_cyr_00089.png,Прималац,synth_cyr_00089
synthetic/synth_cyr_00090.png,Укупно за рачун 04.09.2026.,synth_cyr_00090
synthetic/synth_cyr_00091.png,Позив на број 100.00% 1706989584,synth_cyr_00091
synthetic/synth_cyr_00092.png,Износ =1437.85 Din. 09/03/2026,synth_cyr_00092
synthetic/synth_cyr_00093.png,100.00%,synth_cyr_00093
synthetic/synth_cyr_00094.png,Тарифа 90.00% =2232.77 Din.,synth_cyr_00094
synthetic/synth_cyr_00095.png,Утрошено једнотарифно,synth_cyr_00095
synthetic/synth_cyr_00096.png,Место,synth_cyr_00096
synthetic/synth_cyr_00097.png,20/01/2024,synth_cyr_00097
synthetic/synth_cyr_00098.png,Фиксни део 100.00% 4634.25,synth_cyr_00098
synthetic/synth_cyr_00099.png,Грејање стана 357.37 kWh,synth_cyr_00099
synthetic/synth_cyr_00100.png,24.23 kWh,synth_cyr_00100
synthetic/synth_cyr_00101.png,Период обрачуна 100.00%,synth_cyr_00101
synthetic/synth_cyr_00102.png,Интернет услуга 3745788743692023,synth_cyr_00102
synthetic/synth_cyr_00103.png,Накнада,synth_cyr_00103
synthetic/synth_cyr_00104.png,Грејање стана,synth_cyr_00104
synthetic/synth_cyr_00105.png,ПДВ 3986791846626,synth_cyr_00105
synthetic/synth_cyr_00106.png,Извештај о уплати,synth_cyr_00106
synthetic/synth_cyr_00107.png,Телефонска услуга 90.00%,synth_cyr_00107
synthetic/synth_cyr_00108.png,Датум 383346524 100.00%,synth_cyr_00108
synthetic/synth_cyr_00109.png,Услуга 581.88 kWh,synth_cyr_00109
synthetic/synth_cyr_00110.png,Позив на број 965092003377724 7.83 din,synth_cyr_00110
synthetic/synth_cyr_00111.png,Попуст 93634653535,synth_cyr_00111
synthetic/synth_cyr_00112.png,Укупно за рачун 5.00% 0.02 din,synth_cyr_00112
synthetic/synth_cyr_00113.png,Комунална такса 10.00% =2092.56 Din.,synth_cyr_00113
synthetic/synth_cyr_00114.png,Шифра валуте,synth_cyr_00114
synthetic/synth_cyr_00115.png,Тарифа 988304245518947 26.05.2020.-26.05.2020.,synth_cyr_00115
synthetic/synth_cyr_00116.png,Утрошено једнотарифно 16/10/2020,synth_cyr_00116
synthetic/synth_cyr_00117.png,Накнада за гас 3761986334,synth_cyr_00117
synthetic/synth_cyr_00118.png,Основица 50.00% 31.40 din,synth_cyr_00118
synthetic/synth_cyr_00119.png,67980589344799,synth_cyr_00119
synthetic/synth_cyr_00120.png,Период,synth_cyr_00120
synthetic/synth_cyr_00121.png,"Укупна накнада 535,208.00 27.09.2022.",synth_cyr_00121
synthetic/synth_cyr_00122.png,Шифра валуте 07/08/2026,synth_cyr_00122
synthetic/synth_cyr_00123.png,Рок плаћања 10.00% =4536.66 Din.,synth_cyr_00123
synthetic/synth_cyr_00124.png,Електрична енергија,synth_cyr_00124
synthetic/synth_cyr_00125.png,782.08 kWh,synth_cyr_00125
synthetic/synth_cyr_00126.png,Контролни број,synth_cyr_00126
synthetic/synth_cyr_00127.png,Позив на број,synth_cyr_00127
synthetic/synth_cyr_00128.png,202.50 kWh,synth_cyr_00128
synthetic/synth_cyr_00129.png,ПИБ,synth_cyr_00129
synthetic/synth_cyr_00130.png,Накнада за гас 15.00%,synth_cyr_00130
synthetic/synth_cyr_00131.png,Адреса 19.02.2022.-19.02.2022. 191.51 kWh,synth_cyr_00131
synthetic/synth_cyr_00132.png,28/09/2025,synth_cyr_00132
synthetic/synth_cyr_00133.png,Накнада,synth_cyr_00133
synthetic/synth_cyr_00134.png,Порез на имовину 854.95 kWh 574363850,synth_cyr_00134
synthetic/synth_cyr_00135.png,Контролни број 834.41 kWh,synth_cyr_00135
synthetic/synth_cyr_00136.png,ПДВ,synth_cyr_00136
synthetic/synth_cyr_00137.png,Укупна накнада,synth_cyr_00137
synthetic/synth_cyr_00138.png,Износ без ПДВ 62.52 din,synth_cyr_00138
synthetic/synth_cyr_00139.png,Укупна накнада 3870.88,synth_cyr_00139
synthetic/synth_cyr_00140.png,Идентификациони број 100.00%,synth_cyr_00140
synthetic/synth_cyr_00141.png,Шифра валуте,synth_cyr_00141
synthetic/synth_cyr_00142.png,ПИБ 790.29 kWh,synth_cyr_00142
synthetic/synth_cyr_00143.png,Порез на имовину 90.00%,synth_cyr_00143
synthetic/synth_cyr_00144.png,Позив на број 191.38 kWh 14/02/2021,synth_cyr_00144
synthetic/synth_cyr_00145.png,Попуст 20.06.2021.,synth_cyr_00145
synthetic/synth_cyr_00146.png,Утрошено једнотарифно 20.00%,synth_cyr_00146
synthetic/synth_cyr_00147.png,Датум 11.73 din 01227801552635,synth_cyr_00147
synthetic/synth_cyr_00148.png,Порез на имовину,synth_cyr_00148
synthetic/synth_cyr_00149.png,Попуст,synth_cyr_00149
synthetic/synth_cyr_00150.png,Црвена зона 50.00% 25.00%,synth_cyr_00150
synthetic/synth_cyr_00151.png,Количина,synth_cyr_00151
synthetic/synth_cyr_00152.png,Шифра плаћања,synth_cyr_00152
synthetic/synth_cyr_00153.png,Тарифа 94105057986,synth_cyr_00153
synthetic/synth_cyr_00154.png,ПИБ,synth_cyr_00154
synthetic/synth_cyr_00155.png,Телефонска услуга 50.00% 25.00%,synth_cyr_00155
synthetic/synth_cyr_00156.png,Црвена зона 10.00%,synth_cyr_00156
synthetic/synth_cyr_00157.png,Место 697.72 kWh 85.65 din,synth_cyr_00157
synthetic/synth_cyr_00158.png,Износ за уплату,synth_cyr_00158
synthetic/synth_cyr_00159.png,554.91 kWh,synth_cyr_00159
synthetic/synth_cyr_00160.png,Уплатилац 5.00% 846.04 kWh,synth_cyr_00160
synthetic/synth_cyr_00161.png,Комунална такса 71.82 din,synth_cyr_00161
synthetic/synth_cyr_00162.png,Црвена зона 10.00% =3198.01 Din.,synth_cyr_00162
synthetic/synth_cyr_00163.png,Порез на имовину,synth_cyr_00163
synthetic/synth_cyr_00164.png,Укупна накнада 20.00% =3950.60 Din.,synth_cyr_00164
synthetic/synth_cyr_00165.png,Период 50.00% 55.62 din,synth_cyr_00165
synthetic/synth_cyr_00166.png,50.00%,synth_cyr_00166
synthetic/synth_cyr_00167.png,Назив и врста услуге 25.00% 2152.72,synth_cyr_00167
synthetic/synth_cyr_00168.png,08.04.2024.,synth_cyr_00168
synthetic/synth_cyr_00169.png,Фиксни део,synth_cyr_00169
synthetic/synth_cyr_00170.png,Порез на имовину 24.30 din,synth_cyr_00170
synthetic/synth_cyr_00171.png,Телефонска услуга,synth_cyr_00171
synthetic/synth_cyr_00172.png,Камата 468.89 kWh 20.00%,synth_cyr_00172
synthetic/synth_cyr_00173.png,ПИБ,synth_cyr_00173
synthetic/synth_cyr_00174.png,Поштански број 19.11.2021.-19.11.2021.,synth_cyr_00174
synthetic/synth_cyr_00175.png,Одношење смећа 793075545650,synth_cyr_00175
synthetic/synth_cyr_00176.png,Накнада за гас,synth_cyr_00176
synthetic/synth_cyr_00177.png,Укупно за рачун 207.27 kWh 2621.32,synth_cyr_00177
synthetic/synth_cyr_00178.png,917.77 kWh,synth_cyr_00178
synthetic/synth_cyr_00179.png,Интернет услуга 686335732664552 602.66 kWh,synth_cyr_00179
synthetic/synth_cyr_00180.png,"Период обрачуна 10.00% 545,098.00",synth_cyr_00180
synthetic/synth_cyr_00181.png,Назив и врста услуге 60.86 kWh,synth_cyr_00181
synthetic/synth_cyr_00182.png,Грејање стана 1486049886210190 25.00%,synth_cyr_00182
synthetic/synth_cyr_00183.png,Електрична енергија,synth_cyr_00183
synthetic/synth_cyr_00184.png,Варијабилни део,synth_cyr_00184
synthetic/synth_cyr_00185.png,Основица,synth_cyr_00185
synthetic/synth_cyr_00186.png,Утрошак воде,synth_cyr_00186
synthetic/synth_cyr_00187.png,Сврха уплате 25.00% 28.21 din,synth_cyr_00187
synthetic/synth_cyr_00188.png,Период обрачуна,synth_cyr_00188
synthetic/synth_cyr_00189.png,Износ без ПДВ 78420415560 17/11/2023,synth_cyr_00189
synthetic/synth_cyr_00190.png,Утрошено двотарифно 21.01.2026.,synth_cyr_00190
synthetic/synth_cyr_00191.png,Назив и врста услуге 944.06 kWh,synth_cyr_00191
synthetic/synth_cyr_00192.png,Основица 25.00%,synth_cyr_00192
synthetic/synth_cyr_00193.png,Накнада за уређење 20.00% 50.02 din,synth_cyr_00193
synthetic/synth_cyr_00194.png,Место 100.00% 5.00%,synth_cyr_00194
synthetic/synth_cyr_00195.png,Поштански број 520616725723075,synth_cyr_00195
synthetic/synth_cyr_00196.png,Кабловска телевизија 9769879840,synth_cyr_00196
synthetic/synth_cyr_00197.png,Црвена зона 100.00% 100.00%,synth_cyr_00197
synthetic/synth_cyr_00198.png,Кабловска телевизија,synth_cyr_00198
synthetic/synth_cyr_00199.png,Тарифа 25.00%,synth_cyr_00199
synthetic/synth_cyr_00200.png,Попуст 61748735859635 09.12.2024.,synth_cyr_00200
synthetic/synth_cyr_00201.png,Утрошак воде,synth_cyr_00201
synthetic/synth_cyr_00202.png,Утрошено једнотарифно 25.00% 15.10.2022.-15.10.2022.,synth_cyr_00202
synthetic/synth_cyr_00203.png,Црвена зона 754.64 kWh,synth_cyr_00203
synthetic/synth_cyr_00204.png,Зелена зона,synth_cyr_00204
synthetic/synth_cyr_00205.png,Услуга 15.00% 16.02.2020.-16.02.2020.,synth_cyr_00205
synthetic/synth_cyr_00206.png,Интернет услуга,synth_cyr_00206
synthetic/synth_cyr_00207.png,Уплатилац 047335296853200,synth_cyr_00207
synthetic/synth_cyr_00208.png,Утрошено двотарифно,synth_cyr_00208
synthetic/synth_cyr_00209.png,Стопа ПДВ 193.90 kWh,synth_cyr_00209
synthetic/synth_cyr_00210.png,Период обрачуна,synth_cyr_00210
synthetic/synth_cyr_00211.png,Извештај о уплати,synth_cyr_00211
synthetic/synth_cyr_00212.png,Грејање стана 826262385 50.00%,synth_cyr_00212
synthetic/synth_cyr_00213.png,Назив и врста услуге,synth_cyr_00213
synthetic/synth_cyr_00214.png,100.00%,synth_cyr_00214
synthetic/synth_cyr_00215.png,Камата 369551882008724 1.65 din,synth_cyr_00215
synthetic/synth_cyr_00216.png,ПДВ,synth_cyr_00216
synthetic/synth_cyr_00217.png,Матични број =1677.53 Din. 23.09.2020.,synth_cyr_00217
synthetic/synth_cyr_00218.png,Телефонска услуга 20.00%,synth_cyr_00218
synthetic/synth_cyr_00219.png,70.35 kWh,synth_cyr_00219
synthetic/synth_cyr_00220.png,Шифра плаћања,synth_cyr_00220
synthetic/synth_cyr_00221.png,Накнада за уређење,synth_cyr_00221
synthetic/synth_cyr_00222.png,ПИБ 9508542263,synth_cyr_00222
synthetic/synth_cyr_00223.png,Порез на имовину,synth_cyr_00223
synthetic/synth_cyr_00224.png,Прималац,synth_cyr_00224
synthetic/synth_cyr_00225.png,Попуст 85.01 din 50.00%,synth_cyr_00225
synthetic/synth_cyr_00226.png,Комунална такса,synth_cyr_00226
synthetic/synth_cyr_00227.png,Порез на имовину 5.00%,synth_cyr_00227
synthetic/synth_cyr_00228.png,Варијабилни део 25.00%,synth_cyr_00228
synthetic/synth_cyr_00229.png,Електрична енергија 589.32 kWh 93.80 din,synth_cyr_00229
synthetic/synth_cyr_00230.png,Шифра валуте 20.00% 20.00%,synth_cyr_00230
synthetic/synth_cyr_00231.png,791.91 kWh,synth_cyr_00231
synthetic/synth_cyr_00232.png,Интернет услуга,synth_cyr_00232
synthetic/synth_cyr_00233.png,ПИБ 211.71 kWh 25.00%,synth_cyr_00233
synthetic/synth_cyr_00234.png,Телефонска услуга 96.20 din 26.39 din,synth_cyr_00234
synthetic/synth_cyr_00235.png,Утрошено једнотарифно 879.40 kWh,synth_cyr_00235
synthetic/synth_cyr_00236.png,Износ,synth_cyr_00236
synthetic/synth_cyr_00237.png,Матични број 14/07/2023 957.69 kWh,synth_cyr_00237
synthetic/synth_cyr_00238.png,Тарифа 18.08.2022.,synth_cyr_00238
synthetic/synth_cyr_00239.png,Одржавање зграде 867.77 kWh,synth_cyr_00239
synthetic/synth_cyr_00240.png,Одржавање зграде,synth_cyr_00240
synthetic/synth_cyr_00241.png,Износ за уплату 795799576052696 50.00%,synth_cyr_00241
synthetic/synth_cyr_00242.png,Грејање стана,synth_cyr_00242
synthetic/synth_cyr_00243.png,ПИБ,synth_cyr_00243
synthetic/synth_cyr_00244.png,Уплатилац 294.33 kWh,synth_cyr_00244
synthetic/synth_cyr_00245.png,Стопа ПДВ =1247.79 Din.,synth_cyr_00245
synthetic/synth_cyr_00246.png,Место 383.49 kWh 13903099,synth_cyr_00246
synthetic/synth_cyr_00247.png,Накнада за уређење 21.02.2025.,synth_cyr_00247
synthetic/synth_cyr_00248.png,0124009664704,synth_cyr_00248
synthetic/synth_cyr_00249.png,Попуст 095876708208 20.00%,synth_cyr_00249
synthetic/synth_cyr_00250.png,775765651,synth_cyr_00250
synthetic/synth_cyr_00251.png,ПДВ 12/01/2025,synth_cyr_00251
synthetic/synth_cyr_00252.png,Поштански број 100.00% 10.39 din,synth_cyr_00252
synthetic/synth_cyr_00253.png,Контролни број 318.90 kWh,synth_cyr_00253
synthetic/synth_cyr_00254.png,"Извештај о уплати 25.00% 702,933.00",synth_cyr_00254
synthetic/synth_cyr_00255.png,Поштански број,synth_cyr_00255
synthetic/synth_cyr_00256.png,ПИБ,synth_cyr_00256
synthetic/synth_cyr_00257.png,Датум 6340421874965 810.73 kWh,synth_cyr_00257
synthetic/synth_cyr_00258.png,Кабловска телевизија =5478.42 Din. 07.01.2026.-07.01.2026.,synth_cyr_00258
synthetic/synth_cyr_00259.png,Накнада 10.00% 349.70,synth_cyr_00259
synthetic/synth_cyr_00260.png,ПДВ 15.00% 4743.99,synth_cyr_00260
synthetic/synth_cyr_00261.png,Назив и врста услуге 5.00% 09/04/2026,synth_cyr_00261
synthetic/synth_cyr_00262.png,Телефонска услуга,synth_cyr_00262
synthetic/synth_cyr_00263.png,Количина 25.00% 8860.56,synth_cyr_00263
synthetic/synth_cyr_00264.png,Зелена зона 25.00%,synth_cyr_00264
synthetic/synth_cyr_00265.png,Шифра валуте,synth_cyr_00265
synthetic/synth_cyr_00266.png,Комунална такса 17/12/2020,synth_cyr_00266
synthetic/synth_cyr_00267.png,"Накнада за гас 656,109.00 02.04.2020.",synth_cyr_00267
synthetic/synth_cyr_00268.png,Шифра валуте 202.48 kWh,synth_cyr_00268
synthetic/synth_cyr_00269.png,Накнада за уређење,synth_cyr_00269
synthetic/synth_cyr_00270.png,Извештај о уплати,synth_cyr_00270
synthetic/synth_cyr_00271.png,Фиксни део,synth_cyr_00271
synthetic/synth_cyr_00272.png,Место 50193077095 666.03 kWh,synth_cyr_00272
synthetic/synth_cyr_00273.png,Укупно за рачун 78.93 kWh,synth_cyr_00273
synthetic/synth_cyr_00274.png,13/02/2021,synth_cyr_00274
synthetic/synth_cyr_00275.png,Основица 50.00% 39.54 din,synth_cyr_00275
synthetic/synth_cyr_00276.png,Позив на број,synth_cyr_00276
synthetic/synth_cyr_00277.png,Датум 24.12.2023.,synth_cyr_00277
synthetic/synth_cyr_00278.png,Основица,synth_cyr_00278
synthetic/synth_cyr_00279.png,"Електрична енергија 10.00% 77,608.00",synth_cyr_00279
synthetic/synth_cyr_00280.png,Износ 471.30 kWh,synth_cyr_00280
synthetic/synth_cyr_00281.png,Камата,synth_cyr_00281
synthetic/synth_cyr_00282.png,Накнада за гас,synth_cyr_00282
synthetic/synth_cyr_00283.png,ПИБ,synth_cyr_00283
synthetic/synth_cyr_00284.png,Сврха уплате,synth_cyr_00284
synthetic/synth_cyr_00285.png,Црвена зона 08.07.2023.-08.07.2023.,synth_cyr_00285
synthetic/synth_cyr_00286.png,Извештај о уплати,synth_cyr_00286
synthetic/synth_cyr_00287.png,Варијабилни део 657906715 19566356373,synth_cyr_00287
synthetic/synth_cyr_00288.png,Шифра плаћања,synth_cyr_00288
synthetic/synth_cyr_00289.png,50.00%,synth_cyr_00289
synthetic/synth_cyr_00290.png,Прималац 6980223343327,synth_cyr_00290
synthetic/synth_cyr_00291.png,Камата 20.00%,synth_cyr_00291
synthetic/synth_cyr_00292.png,Услуга 25.00%,synth_cyr_00292
synthetic/synth_cyr_00293.png,467.60 kWh,synth_cyr_00293
synthetic/synth_cyr_00294.png,Контролни број 100.00%,synth_cyr_00294
synthetic/synth_cyr_00295.png,Прималац,synth_cyr_00295
synthetic/synth_cyr_00296.png,Црвена зона 36496685 67041147,synth_cyr_00296
synthetic/synth_cyr_00297.png,Кабловска телевизија,synth_cyr_00297
synthetic/synth_cyr_00298.png,Количина 2198399907943908,synth_cyr_00298
synthetic/synth_cyr_00299.png,12.09.2020.,synth_cyr_00299
synthetic/synth_cyr_00300.png,Сврха уплате,synth_cyr_00300
synthetic/synth_cyr_00301.png,Електрична енергија =1638.13 Din.,synth_cyr_00301
synthetic/synth_cyr_00302.png,325.05 kWh,synth_cyr_00302
synthetic/synth_cyr_00303.png,Позив на број,synth_cyr_00303
synthetic/synth_cyr_00304.png,Основица,synth_cyr_00304
synthetic/synth_cyr_00305.png,3517.18,synth_cyr_00305
synthetic/synth_cyr_00306.png,Одржавање зграде,synth_cyr_00306
synthetic/synth_cyr_00307.png,Место,synth_cyr_00307
synthetic/synth_cyr_00308.png,Зелена зона 15.00% 23.83 din,synth_cyr_00308
synthetic/synth_cyr_00309.png,Извештај о уплати,synth_cyr_00309
synthetic/synth_cyr_00310.png,Период обрачуна 100.00% 15.00%,synth_cyr_00310
synthetic/synth_cyr_00311.png,Попуст,synth_cyr_00311
synthetic/synth_cyr_00312.png,Утрошено двотарифно,synth_cyr_00312
synthetic/synth_cyr_00313.png,Утрошак воде 15.00%,synth_cyr_00313
synthetic/synth_cyr_00314.png,ПДВ 50.00%,synth_cyr_00314
synthetic/synth_cyr_00315.png,Камата 15.00% =9900.01 Din.,synth_cyr_00315
synthetic/synth_cyr_00316.png,Период обрачуна 02.06.2020.-02.06.2020.,synth_cyr_00316
synthetic/synth_cyr_00317.png,Електрична енергија 10.00%,synth_cyr_00317
synthetic/synth_cyr_00318.png,Износ 491.06 kWh,synth_cyr_00318
synthetic/synth_cyr_00319.png,Сврха уплате,synth_cyr_00319
synthetic/synth_cyr_00320.png,Стопа ПДВ,synth_cyr_00320
synthetic/synth_cyr_00321.png,Телефонска услуга,synth_cyr_00321
synthetic/synth_cyr_00322.png,Тарифа =8027.82 Din. 51.88 din,synth_cyr_00322
synthetic/synth_cyr_00323.png,Одношење смећа 10.00%,synth_cyr_00323
synthetic/synth_cyr_00324.png,Адреса,synth_cyr_00324
synthetic/synth_cyr_00325.png,Укупна накнада 100.00% 94274574351,synth_cyr_00325
synthetic/synth_cyr_00326.png,Број рачуна,synth_cyr_00326
synthetic/synth_cyr_00327.png,Основица 14733163219,synth_cyr_00327
synthetic/synth_cyr_00328.png,Зелена зона,synth_cyr_00328
synthetic/synth_cyr_00329.png,ПИБ 520.03 kWh,synth_cyr_00329
synthetic/synth_cyr_00330.png,Шифра валуте 173.20 kWh,synth_cyr_00330
synthetic/synth_cyr_00331.png,Адреса,synth_cyr_00331
synthetic/synth_cyr_00332.png,Варијабилни део 210.33 kWh,synth_cyr_00332
synthetic/synth_cyr_00333.png,Стопа ПДВ,synth_cyr_00333
synthetic/synth_cyr_00334.png,=6709.11 Din.,synth_cyr_00334
synthetic/synth_cyr_00335.png,"Извештај о уплати 5.00% 606,281.00",synth_cyr_00335
synthetic/synth_cyr_00336.png,ПИБ,synth_cyr_00336
synthetic/synth_cyr_00337.png,Фиксни део 24.03.2020.,synth_cyr_00337
synthetic/synth_cyr_00338.png,Варијабилни део,synth_cyr_00338
synthetic/synth_cyr_00339.png,Камата,synth_cyr_00339
synthetic/synth_cyr_00340.png,Варијабилни део 742517290597,synth_cyr_00340
synthetic/synth_cyr_00341.png,Износ за уплату 2.51 kWh 86.20 din,synth_cyr_00341
synthetic/synth_cyr_00342.png,Основица 25.10.2024.-25.10.2024. 926.02 kWh,synth_cyr_00342
synthetic/synth_cyr_00343.png,Сврха уплате 15.00% 04691478367488,synth_cyr_00343
synthetic/synth_cyr_00344.png,Накнада 9674.14,synth_cyr_00344
synthetic/synth_cyr_00345.png,Адреса 100.00%,synth_cyr_00345
synthetic/synth_cyr_00346.png,Идентификациони број 17570342 235.29 kWh,synth_cyr_00346
synthetic/synth_cyr_00347.png,"Место 10/12/2022 27,344.00",synth_cyr_00347
synthetic/synth_cyr_00348.png,Број рачуна,synth_cyr_00348
synthetic/synth_cyr_00349.png,Стопа ПДВ,synth_cyr_00349
synthetic/synth_cyr_00350.png,Комунална такса 248.82 kWh,synth_cyr_00350
synthetic/synth_cyr_00351.png,Укупна накнада,synth_cyr_00351
